"485","10109","Bhadrod","Gujarat","0",
"486","5985","Mahipala Cheruvu","Andhra Pradesh","0",
"487","3889","Adesar","Gujarat","0",
"488","4562","Madras","Tamil Nadu","0",
"489","6000","Makrana","Rajasthan","0",
"490","325","Vettavalam","Tamil Nadu","0",
"491","4522","Chandrai","Rajasthan","0",
"492","4275","Beawar","Rajasthan","0",
"493","212","Iqbalgadh","Gujarat","0",
"494","6970","Sagwara","Rajasthan","0",
"495","8025","Meenangadi","Kerala","0",
"496","969","Pannaivillai","Tamil Nadu","0",
"497","7027","Sangaria","Rajasthan","0",
"498","5507","Karaikudi","Tamil Nadu","0",
"499","5439","Kalugumalai","Tamil Nadu","0",
"500","5989","Mahuva","Gujarat","0",
"501","10165","Delhi Airport","Delhi","0",
"502","6985","Sakoli","Maharashtra","0",
"503","7621","Varikuntapadu","Andhra Pradesh","0",
"504","772","Kotdwara","Uttarakhand","0",
"505","153","Waknaghat","Himachal Pradesh","0",
"506","8174","Kadayam","Tamil Nadu","0",
"507","5692","Killa-Pardi","Gujarat","0",
"508","4593","Chikhali (Bilimora)","Gujarat","0",
"509","5799","Krishnapuram","Andhra Pradesh","0",
"510","10383","Devrajia","Gujarat","0",
"511","6459","Nimbaj","Rajasthan","0",
"512","7719","Washim","Maharashtra","0",
"513","4190","Bandikui","Rajasthan","0",
"514","6876","Ranastalam","Andhra Pradesh","0",
"515","4517","Chandigarh","Punjab","0",
"516","5368","Juna Pipaliya","Gujarat","0",
"517","4931","Faizabad","Uttar Pradesh","0",
"518","4816","Dharmabad","Maharashtra","0",
"519","483","Khamadi","Himachal Pradesh","0",
"520","4792","Dhamtari","Chhattisgarh","0",
"521","6037","Manchakal","Karnataka","0",
"522","5660","Kheda","Gujarat","0",
"523","366","Nidamarru","Andhra Pradesh","0",
"524","6934","Revas","Gujarat","0",
"525","8071","Chokli","Kerala","0",
"526","8349","Thuvakudi","Tamil Nadu","0",
"527","5676","Khimana","Gujarat","0",
"528","4323","Bhalgam","Gujarat","0",
"529","4992","Gangda","Gujarat","0",
"530","272","Ulliyeri","Kerala","0",
"531","5848","Kurnool","Andhra Pradesh","0",
"532","6036","Manawar","Madhya Pradesh","0",
"533","7055","Sarangpur, Gujarat","Gujarat","0",
"534","1184","Hariharapura","Karnataka","0",
"535","7294","Srivilliputhur","Tamil Nadu","0",
"536","6526","Palakunnu","Kerala","0",
"537","4365","Bhilai","Chhattisgarh","0",
"538","1064","Bhucho Mandi","Punjab","0",
"539","973","Raghogarh Vijaypur","Madhya Pradesh","0",
"540","7873","Ravapar  Morbi","Gujarat","0",
"541","6272","Murari","Andhra Pradesh","0",
"542","6503","Otwala","Rajasthan","0",
"543","894","Karukachal","Kerala","0",
"544","6268","Munjiasar Nana","Gujarat","0",
"545","298","Belsand","Bihar","0",
"546","5287","Jamjodhpur","Gujarat","0",
"547","7380","Tansa","Gujarat","0",
"548","4317","Bhagwanpur","Bihar","0",
"549","571","Vanathirupathi","Tamil Nadu","0",
"550","6146","Mehatpur","Himachal Pradesh","0",
"551","358","Denduluru","Andhra Pradesh","0",
"552","4244","Barpatoli","Gujarat","0",
"553","6609","Parippally","Kerala","0",
"554","4849","Dhoraji","Gujarat","0",
"555","683","Oddi","Himachal Pradesh","0",
"556","1030","Jagannadhapuram","Andhra Pradesh","0",
"557","5802","Kubda","Gujarat","0",
"558","6512","Padampur","Rajasthan","0",
"559","6041","Mandal, Rajasthan","Rajasthan","0",
"560","294","Narsapur","Andhra Pradesh","0",
"561","4617","Chirawa","Rajasthan","0",
"562","10132","Begun","Rajasthan","0",
"563","7391","Tarnau","Rajasthan","0",
"564","6859","Ramji Ka Gol","Rajasthan","0",
"565","7601","Vallioor","Tamil Nadu","0",
"566","6773","Punganur","Andhra Pradesh","0",
"567","6347","Nandivada","Andhra Pradesh","0",
"568","10477","Moladi","Gujarat","0",
"569","10486","Bhainsrorgarh","Rajasthan","0",
"570","10325","Kathgodam  Haldwani","Uttarakhand","0",
"571","4219","Barabanki","Uttar Pradesh","0",
"572","4003","Anjad","Madhya Pradesh","0",
"573","4947","Fazilka","Punjab","0",
"574","4803","Dhar, Madhya Pradesh","Madhya Pradesh","0",
"575","8358","Gudimangalam","Tamil Nadu","0",
"576","4618","Chirimiri","Chhattisgarh","0",
"577","4224","Baran","Rajasthan","0",
"578","3996","Anapur","Rajasthan","0",
"579","4151","Balapur, Gujarat","Gujarat","0",
"580","365","Navuduru","Andhra Pradesh","0",
"581","897","Kandukur","Andhra Pradesh","0",
"582","8451","Semra  Jagadalpur","Chhattisgarh","0",
"583","146","Kunnicode","Kerala","0",
"584","6496","Orai","Uttar Pradesh","0",
"585","4546","Chatti","Andhra Pradesh","0",
"586","6393","Nasirabad, Maharashtra","Maharashtra","0",
"587","6573","Pangidi","Andhra Pradesh","0",
"588","8378","Punalur","Kerala","0",
"589","4684","Damalcheruvu","Andhra Pradesh","0",
"590","7219","Simran","Gujarat","0",
"591","7414","Thagarapuvalasa","Andhra Pradesh","0",
"592","7388","Taranga","Gujarat","0",
"593","4042","Asada","Rajasthan","0",
"594","8366","Musiri","Tamil Nadu","0",
"595","6030","Mamidikuduru","Andhra Pradesh","0",
"596","4737","Degaon","Maharashtra","0",
"597","5817","Kullu","Himachal Pradesh","0",
"598","10399","Dobhi","Bihar","0",
"599","7268","Sonari","Assam","0",
